Player,Rk,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary
Anthony Bennett,45.0,15-16,PF,21.0,TOR,42.666666666666664,1.0,10.966666666666669,1.3666666666666665,3.633333333333333,0.35766666666666674,0.20000000000000004,0.7000000000000001,0.25433333333333336,1.2333333333333334,2.9333333333333336,0.40199999999999997,0.38966666666666666,0.6666666666666666,0.9666666666666668,0.7263333333333333,0.7000000000000001,1.9333333333333333,2.6666666666666665,0.3666666666666667,0.4000000000000001,0.16666666666666666,0.5666666666666668,1.2333333333333334,3.6333333333333333,1015696.0
Anthony Davis,107.0,15-16,C,21.0,NOP,65.33333333333333,65.0,35.6,8.8,17.066666666666666,0.5156666666666667,0.19999999999999998,0.7000000000000001,0.20966666666666667,8.6,16.433333333333334,0.5243333333333334,0.5213333333333333,5.333333333333333,6.8,0.7846666666666667,2.5666666666666664,7.6000000000000005,10.166666666666666,1.8999999999999997,1.3666666666666665,2.566666666666667,1.6666666666666667,2.5,23.166666666666668,23775506.0
Anthony Tolliver,428.0,15-16,PF,29.0,DET,70.66666666666667,8.333333333333334,19.233333333333334,1.9666666666666668,4.866666666666667,0.4053333333333333,1.4666666666666668,3.8333333333333335,0.37966666666666665,0.5,1.0333333333333334,0.49466666666666664,0.5546666666666665,0.5333333333333333,0.7333333333333334,0.735,0.5666666666666667,2.3666666666666667,2.966666666666667,0.7333333333333334,0.3333333333333333,0.20000000000000004,0.5,1.4333333333333333,5.8999999999999995,3290000.0
Archie Goodwin,158.0,15-16,PG,20.0,PHO,50.0,5.0,14.266666666666666,2.1666666666666665,5.166666666666667,0.4216666666666667,0.26666666666666666,1.1333333333333335,0.22133333333333335,1.9000000000000004,4.033333333333333,0.47833333333333333,0.44566666666666666,1.5,2.1666666666666665,0.694,0.5666666666666667,1.4333333333333333,2.0,1.2,0.43333333333333335,0.20000000000000004,1.2666666666666666,1.2333333333333332,6.066666666666666,1577230.0
Austin Rivers,372.0,15-16,SG,22.0,LAC,70.66666666666667,5.333333333333333,20.633333333333333,2.9666666666666663,7.033333333333334,0.41733333333333333,0.6333333333333333,1.9666666666666668,0.3323333333333333,2.3,5.033333333333333,0.4533333333333333,0.4633333333333334,1.3,1.9666666666666668,0.664,0.3666666666666667,1.5666666666666667,1.9333333333333333,1.9333333333333333,0.6666666666666666,0.13333333333333333,0.9666666666666668,1.9333333333333333,7.866666666666667,12650000.0
Avery Bradley,59.0,15-16,SG,24.0,BOS,71.0,69.0,31.933333333333337,5.866666666666667,13.433333333333332,0.438,1.5999999999999999,4.433333333333334,0.36933333333333335,4.266666666666667,9.033333333333333,0.47533333333333333,0.49833333333333335,1.2666666666666666,1.6000000000000003,0.7913333333333333,0.6666666666666666,2.6,3.266666666666667,1.7666666666666668,1.2333333333333334,0.2333333333333333,1.4666666666666668,2.3000000000000003,14.666666666666666,8808989.0
Ben McLemore,294.0,15-16,SG,21.0,SAC,77.33333333333333,63.333333333333336,26.833333333333332,3.466666666666667,8.366666666666667,0.414,1.3,3.6999999999999997,0.3466666666666667,2.1999999999999997,4.7,0.4666666666666666,0.4896666666666667,1.3666666666666665,1.7333333333333334,0.7783333333333333,0.5,2.1666666666666665,2.6666666666666665,1.3,0.7333333333333334,0.16666666666666666,1.4666666666666668,2.4333333333333336,9.566666666666666,5200000.0
Bismack Biyombo,47.0,15-16,C,22.0,TOR,74.33333333333333,17.333333333333332,18.433333333333334,1.5333333333333332,2.766666666666667,0.5653333333333334,0.0,0.0,0.0,1.5333333333333332,2.766666666666667,0.566,0.5653333333333334,1.3,2.2333333333333334,0.576,2.033333333333333,4.366666666666666,6.3999999999999995,0.26666666666666666,0.19999999999999998,1.4000000000000001,0.7333333333333334,2.1666666666666665,4.4,17000000.0
Blake Griffin,171.0,15-16,PF,25.0,LAC,60.666666666666664,60.666666666666664,34.8,8.733333333333333,17.099999999999998,0.5096666666666666,0.16666666666666666,0.5,0.3353333333333334,8.533333333333333,16.599999999999998,0.515,0.5143333333333333,4.866666666666666,6.766666666666667,0.7233333333333333,1.9333333333333333,6.566666666666667,8.5,4.7,0.9666666666666668,0.5333333333333333,2.4999999999999996,2.9666666666666663,22.46666666666667,32088932.0
Boris Diaw,116.0,15-16,PF,32.0,SAS,78.66666666666667,14.333333333333334,22.566666666666666,3.366666666666667,6.7,0.5026666666666667,0.5333333333333333,1.4666666666666668,0.36133333333333334,2.8333333333333335,5.233333333333333,0.5416666666666666,0.5406666666666667,0.8333333333333334,1.0999999999999999,0.75,0.9,2.9333333333333336,3.8333333333333335,2.6666666666666665,0.4333333333333333,0.3333333333333333,1.4666666666666668,1.6333333333333335,8.066666666666666,7500000.0
Bradley Beal,42.0,15-16,SG,21.0,WAS,63.666666666666664,55.666666666666664,33.06666666666667,6.3,14.566666666666668,0.4316666666666667,1.8333333333333333,4.566666666666666,0.3993333333333333,4.466666666666666,10.0,0.447,0.49433333333333335,2.1999999999999997,2.8000000000000003,0.7793333333333332,0.7666666666666666,2.8666666666666667,3.633333333333333,3.1,1.0666666666666667,0.2333333333333333,1.9333333333333333,2.1333333333333333,16.6,25434263.0
Brandan Wright,468.0,15-16,PF,27.0,MEM,48.333333333333336,3.0,18.533333333333335,3.3000000000000003,4.933333333333334,0.664,0.0,0.0,0.0,3.3000000000000003,4.933333333333334,0.6656666666666666,0.664,1.1333333333333335,1.7666666666666666,0.6546666666666666,1.5666666666666667,2.466666666666667,4.033333333333334,0.5,0.5666666666666668,1.1666666666666667,0.6333333333333333,1.6000000000000003,7.766666666666666,490461.0
Brandon Jennings,226.0,15-16,PG,25.0,TOT,56.333333333333336,42.333333333333336,26.933333333333337,4.3,11.233333333333334,0.38066666666666665,1.6333333333333335,4.666666666666667,0.342,2.733333333333333,6.566666666666666,0.41133333333333333,0.4546666666666667,2.3666666666666667,3.033333333333333,0.7736666666666666,0.5,2.0,2.533333333333333,5.8999999999999995,1.0,0.10000000000000002,2.0333333333333337,1.5999999999999999,12.6,2222803.0
Brandon Knight,251.0,15-16,SG,23.0,PHO,62.333333333333336,60.0,33.86666666666667,6.5,15.5,0.41966666666666663,1.9333333333333333,5.533333333333332,0.35200000000000004,4.566666666666667,10.0,0.456,0.48266666666666663,3.233333333333333,3.8333333333333335,0.8426666666666667,0.5666666666666668,3.1666666666666665,3.766666666666667,5.066666666666667,1.2,0.26666666666666666,3.0,2.066666666666667,18.166666666666668,13618750.0
