team,salary,player,position,season
Washington Wizards,773976.0,Shaun Livingston, PG,2012-2013
Los Angeles Lakers,771706.0,Yi Jianlian, SF,2012-2013
Philadelphia 76ers,762195.0,Charles Jenkins, PG,2012-2013
Philadelphia 76ers,762195.0,Justin Harper, PF,2012-2013
Orlando Magic,762195.0,Mickell Gladness, C,2012-2013
Memphis Grizzlies,762195.0,D.J. Kennedy, SG,2012-2013
Phoenix Suns,762195.0,Garret Siler, C,2012-2013
Phoenix Suns,762195.0,Taylor Griffin, PF,2012-2013
Charlotte Bobcats,762195.0,Cory Higgins, PG,2012-2013
Utah Jazz,762195.0,Brian Butch, C,2012-2013
Memphis Grizzlies,762195.0,Jon Leuer, PF,2012-2013
Fenerbahce Ulker Fenerbahce Ulker,762195.0,Semih Erden, C,2012-2013
New Orleans Pelicans,762195.0,Jerome Jordan, C,2012-2013
Los Angeles Lakers,736420.0,Sun Yue, SG,2012-2013
LA Clippers,736420.0,Mike Taylor, PG,2012-2013
Detroit Pistons,736420.0,Walter Sharpe, PF,2012-2013
Charlotte Hornets,736420.0,Dontell Jefferson, SG,2012-2013
Chicago Bulls,736420.0,DeMarcus Nelson, SG,2012-2013
San Antonio Spurs,708640.0,Ime Udoka, SG,2012-2013
Toronto Raptors,698589.0,Mickael Pietrus, SF,2012-2013
Oklahoma City Thunder,679821.0,Mike Wilks, PG,2012-2013
Memphis Grizzlies,668434.0,Brian Skinner, PF,2012-2013
Toronto Raptors,665000.0,Quincy Acy, F,2012-2013
Philadelphia 76ers,650686.0,Allen Iverson, SG,2012-2013
Golden State Warriors,633253.0,Acie Law, PG,2012-2013
Dallas Mavericks,600491.0,Jae Crowder, PF,2012-2013
Dallas Mavericks,582995.0,Chris Douglas-Roberts, SG,2012-2013
Indiana Pacers,550000.0,Orlando Johnson, SG,2012-2013
Portland Trail Blazers,550000.0,Will Barton, SG,2012-2013
Minnesota Timberwolves,542788.0,Lazar Hayward, SF,2012-2013
San Antonio Spurs,532737.0,James Anderson, SG,2012-2013
Orlando Magic,524964.0,Jason Williams, PG,2012-2013
Houston Rockets,512633.0,Daequan Cook, SG,2012-2013
Dallas Mavericks,502581.0,Mike James, PG,2012-2013
Washington Wizards,490180.0,Glen Rice Jr., SG,2012-2013
Boston Celtics,490180.0,Erik Jay Murphy, PF,2012-2013
Oklahoma City Thunder,475000.0,Ryan Reid, PF,2012-2013
New York Knicks,473604.0,John Shurna, SF,2012-2013
Philadelphia 76ers,473604.0,Hollis Thompson, SF,2012-2013
Philadelphia 76ers,473604.0,Devin Searcy, PF,2012-2013
null Unknown,473604.0,Stanley Robinson, NA,2012-2013
Dallas Mavericks,473604.0,Josh Akognon, PG,2012-2013
Phoenix Suns,473604.0,Luke Zeller, PF,2012-2013
New Orleans Hornets,473604.0,Brian Roberts, PG,2012-2013
Charlotte Hornets,473604.0,Sherron Collins, PG,2012-2013
Phoenix Suns,473604.0,Diante Garrett, PG,2012-2013
Indiana Pacers,473604.0,Luke Nevill, C,2012-2013
Oklahoma City Thunder,473604.0,Chris Wright, SF,2012-2013
Atlanta Hawks,473604.0,Carldell Johnson, PG,2012-2013
Boston Celtics,473604.0,Jamar Smith, SG,2012-2013
Golden State Warriors,473604.0,Kent Bazemore, SG,2012-2013
Milwaukee Bucks,457588.0,Marcus Landry, SF,2012-2013
null Unknown,457588.0,Deron Washington, NA,2012-2013
Indiana Pacers,402065.0,Sam Young, SF,2012-2013
Dallas Mavericks,402065.0,Peja Stojakovic, SF,2012-2013
Cleveland Cavaliers,390027.0,Kevin Jones, PF,2012-2013
Oklahoma City Thunder,374300.0,Walker Russell, PG,2012-2013
Minnesota Timberwolves,346781.0,Mickael Gelabale, SF,2012-2013
Minnesota Timberwolves,346781.0,Chris Johnson, C,2012-2013
Houston Rockets,281376.0,Patrick Beverley, PG,2012-2013
Philadelphia 76ers,264527.0,Jeremy Pargo, PG,2012-2013
Memphis Grizzlies,261829.0,Gilbert Arenas, PG,2012-2013
Oklahoma City Thunder,261343.0,Derek Fisher, PG,2012-2013
Dallas Mavericks,252016.0,Manny Harris, PG,2012-2013
Boston Celtics,244710.0,Terrence Williams, SG,2012-2013
San Antonio Spurs,239588.0,Aron Baynes, C,2012-2013
LA Clippers,234268.0,Bobby Simmons, SF,2012-2013
Oklahoma City Thunder,226162.0,Mustafa Shakur, PG,2012-2013
Houston Rockets,220487.0,Earl Boykins, PG,2012-2013
Golden State Warriors,211084.0,Al Thornton, SF,2012-2013
Portland Trail Blazers,208802.0,Travis Diener, PG,2012-2013
Memphis Grizzlies,201033.0,Leon Powe, PF,2012-2013
Denver Nuggets,190548.0,Ben Uzoh, PG,2012-2013
Minnesota Timberwolves,185955.0,Lou Amundson, PF,2012-2013
New York Knicks,170878.0,Kenyon Martin, PF,2012-2013
Cleveland Cavaliers,169340.0,Chris Quinn, PG,2012-2013
Boston Celtics,163500.0,Shavlik Randolph, PF,2012-2013
Boston Celtics,156234.0,D.J. White, PF,2012-2013
Washington Wizards,151585.0,James Singleton, F,2012-2013
Houston Rockets,144867.0,Tim Ohlbrecht, PF,2012-2013
Miami Heat,135697.0,Juwan Howard, PF,2012-2013
Brooklyn Nets,104494.0,Armon Johnson, PG,2012-2013
Washington Wizards,103121.0,Shelvin Mack, PG,2012-2013
Miami Heat,94154.0,Terrel Harris, SG,2012-2013
Washington Wizards,75793.0,Morris Almond, SG,2012-2013
Golden State Warriors,75793.0,Mikki Moore, C,2012-2013
Memphis Grizzlies,75387.0,Keyon Dooling, PG,2012-2013
LA Clippers,72892.0,DaJuan Summers, SF,2012-2013
Brooklyn Nets,68902.0,Damion James, SF,2012-2013
Toronto Raptors,68902.0,Dominic McGuire, PF,2012-2013
Miami Heat,61467.0,Josh Harrellson, C,2012-2013
Cleveland Cavaliers,61467.0,Donald Sloan, G,2012-2013
Memphis Grizzlies,55718.0,Chris Johnson, SG,2012-2013
LA Clippers,48232.0,Lester Hudson, SG,2012-2013
Philadelphia 76ers,47360.0,Justin Holiday, SF,2012-2013
Utah Jazz,44835.0,Jerel McNeal, SG,2012-2013
Cleveland Cavaliers,40375.0,Cedric Jackson, G,2012-2013
New Orleans Pelicans,38194.0,Jeff Foote, C,2012-2013
Minnesota Timberwolves,35868.0,Othyus Jeffers, SG,2012-2013
Brooklyn Nets,27859.0,Kris Joseph, SF,2012-2013
New Orleans Hornets,27859.0,Henry Sims, C,2012-2013
Dallas Mavericks,27859.0,Chris Wright, PG,2012-2013
Brooklyn Nets,22287.0,Larry Owens, SF,2012-2013
Brooklyn Nets,20103.0,Mario West, SG,2012-2013
