Player,Rk,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2019-20
Anthony Tolliver,474.0,19-20,PF,32.0,TOT,67.2,8.2,19.2,1.9400000000000002,4.660000000000001,0.4062,1.3800000000000001,3.56,0.3804,0.5599999999999999,1.0999999999999999,0.4878,0.5532,0.74,1.02,0.7330000000000001,0.54,2.52,3.0799999999999996,0.9,0.38,0.26,0.6399999999999999,1.48,5.98,2419852
Aron Baynes,32.0,19-20,C,31.0,PHO,66.0,23.2,17.46,2.68,5.4799999999999995,0.488,0.36,1.1,0.20950000000000002,2.3,4.38,0.5218,0.5136000000000001,1.14,1.46,0.7924,1.64,3.3600000000000003,4.96,0.96,0.24,0.58,0.9,2.5000000000000004,6.859999999999999,5453280
Austin Rivers,421.0,19-20,SG,25.0,HOU,69.2,22.8,26.7,3.9200000000000004,9.14,0.4262,1.48,4.200000000000001,0.3516,2.42,4.92,0.4934,0.5076,1.3,1.9599999999999997,0.6486,0.34,1.8800000000000001,2.24,2.44,0.76,0.18,1.1800000000000002,2.32,10.58,2174318
Avery Bradley,59.0,19-20,SG,27.0,LAL,57.8,56.0,30.48,5.1,11.72,0.43520000000000003,1.6400000000000001,4.44,0.36700000000000005,3.5,7.3,0.48019999999999996,0.5064,1.0,1.28,0.7944000000000001,0.6799999999999999,2.66,3.3199999999999994,2.0,1.08,0.22000000000000003,1.52,2.34,12.86,4767000
Ben McLemore,331.0,19-20,SG,24.0,HOU,55.0,23.8,18.220000000000002,2.68,6.28,0.42299999999999993,1.3,3.3800000000000003,0.38100000000000006,1.3800000000000001,2.88,0.48339999999999994,0.5274000000000001,0.8400000000000001,1.1199999999999999,0.7424000000000001,0.38,1.6,1.9799999999999998,0.78,0.5799999999999998,0.18,0.9199999999999999,1.9600000000000002,7.4799999999999995,2028594
Bismack Biyombo,45.0,19-20,C,25.0,CHO,70.4,27.0,19.24,2.14,4.02,0.5408,0.0,0.0,0.0,2.14,4.02,0.5414,0.5408,1.44,2.4200000000000004,0.6104,1.94,4.3,6.22,0.72,0.24,1.1199999999999999,0.9200000000000002,2.2399999999999998,5.8,17000000
Blake Griffin,190.0,19-20,PF,28.0,DET,49.4,49.4,32.96,7.44,16.42,0.44880000000000003,1.34,4.239999999999999,0.3238,6.06,12.2,0.4928,0.4896,4.68,6.159999999999999,0.7602,1.3599999999999999,5.840000000000001,7.220000000000001,4.859999999999999,0.7,0.4,2.62,2.38,20.880000000000003,34234964
Boban Marjanović,312.0,19-20,C,29.0,DAL,46.0,4.4,9.54,2.32,4.0200000000000005,0.5740000000000001,0.04,0.12000000000000002,0.3175,2.2800000000000002,3.9,0.5818,0.5776,1.52,1.98,0.7738,1.3800000000000001,2.6399999999999997,4.0200000000000005,0.5399999999999999,0.24,0.34,0.6799999999999999,1.1800000000000002,6.18,3500000
Bobby Portis,410.0,19-20,C,22.0,NYK,63.0,10.8,20.599999999999998,4.14,9.1,0.45600000000000007,0.8799999999999999,2.4,0.35019999999999996,3.2600000000000002,6.7,0.49160000000000004,0.5014000000000001,1.1199999999999999,1.48,0.7428,1.7600000000000002,4.279999999999999,6.0,1.18,0.5199999999999999,0.32,1.1,1.9,10.26,15000000
Bojan Bogdanović,49.0,19-20,SF,28.0,UTA,76.8,63.4,29.640000000000004,5.360000000000001,11.68,0.45920000000000005,2.06,5.2,0.398,3.3,6.4799999999999995,0.5074,0.5474,2.6599999999999997,3.0999999999999996,0.8608,0.48,3.2,3.6399999999999997,1.6600000000000001,0.5799999999999998,0.08,1.72,1.6600000000000001,15.48,17000000
Bradley Beal,35.0,19-20,SG,24.0,WAS,70.6,66.6,35.04,8.56,18.46,0.46419999999999995,2.54,6.859999999999999,0.374,6.0200000000000005,11.6,0.5177999999999999,0.5336000000000001,4.2,5.119999999999999,0.8066000000000001,0.8200000000000001,3.2,4.02,4.5,1.2,0.4,2.54,2.26,23.840000000000003,27093019
Brook Lopez,300.0,19-20,C,29.0,MIL,74.2,73.6,28.420000000000005,5.840000000000001,12.34,0.46740000000000004,1.42,4.18,0.30260000000000004,4.42,8.2,0.5524,0.5322,2.6,3.2600000000000002,0.7956,1.3399999999999999,4.0200000000000005,5.34,1.7399999999999998,0.6,1.8599999999999999,1.64,2.5599999999999996,15.719999999999999,12093024
Bruno Caboclo,83.0,19-20,C,22.0,TOT,18.2,4.0,10.42,1.16,3.2,0.3204,0.4600000000000001,1.6400000000000001,0.2406,0.6799999999999999,1.56,0.38100000000000006,0.3792,0.38,0.45999999999999996,0.8540000000000001,0.68,1.3399999999999999,1.9600000000000002,0.5599999999999999,0.33999999999999997,0.44000000000000006,0.54,0.96,3.12,1845301
C.J. Miles,338.0,19-20,SG,30.0,WAS,54.6,11.4,19.54,2.98,7.76,0.38079999999999997,1.8200000000000003,5.040000000000001,0.357,1.16,2.7,0.4258,0.497,1.2399999999999998,1.52,0.8131999999999999,0.34,1.8199999999999996,2.1799999999999997,0.8600000000000001,0.68,0.36,0.64,1.8,9.059999999999999,8730158
CJ McCollum,323.0,19-20,SG,26.0,POR,76.2,76.2,35.260000000000005,8.36,18.340000000000003,0.45619999999999994,2.46,6.2,0.39780000000000004,5.92,12.14,0.4868,0.5232,2.5200000000000005,2.9800000000000004,0.8320000000000001,0.74,3.12,3.8,3.7399999999999998,0.9400000000000001,0.43999999999999995,1.9799999999999998,2.4,21.68,27556959
Cameron Payne,397.0,19-20,PG,23.0,PHO,32.2,5.6,18.220000000000002,2.82,6.76,0.41240000000000004,1.0799999999999998,2.8000000000000003,0.36760000000000004,1.7599999999999998,3.9599999999999995,0.441,0.4892,0.52,0.6399999999999999,0.7657999999999999,0.36,1.9400000000000002,2.3,2.7800000000000002,0.76,0.22000000000000003,1.1199999999999999,1.8,7.24,196288
Carmelo Anthony,16.0,19-20,PF,33.0,POR,58.4,56.8,32.739999999999995,6.56,15.520000000000001,0.42119999999999996,1.86,5.279999999999999,0.3536,4.7,10.220000000000002,0.46099999999999997,0.483,2.88,3.6,0.7912,1.0399999999999998,5.2,6.22,2.0799999999999996,0.7000000000000001,0.5599999999999999,1.6600000000000001,2.7600000000000002,17.84,2159029
Chandler Parsons,391.0,19-20,SF,29.0,ATL,32.2,19.2,19.839999999999996,2.8200000000000003,6.919999999999999,0.3888,1.16,3.3599999999999994,0.3398,1.6800000000000002,3.5599999999999996,0.425,0.4756,0.78,1.06,0.752,0.3,2.4799999999999995,2.78,1.7199999999999995,0.7,0.21999999999999997,1.0399999999999998,1.4600000000000002,7.62,25102511
Chris Paul,396.0,19-20,PG,32.0,OKC,64.2,64.2,31.9,6.159999999999999,13.38,0.4612,1.98,5.26,0.377,4.159999999999999,8.06,0.5168,0.5364,3.5799999999999996,4.0,0.8952,0.5599999999999999,4.26,4.84,8.4,1.8800000000000001,0.2,2.42,2.42,17.880000000000003,38506482
Christian Wood,521.0,19-20,PF,22.2,DET,25.2,2.8,10.979999999999999,2.12,4.12,0.501,0.33999999999999997,0.9799999999999999,0.33919999999999995,1.8,3.12,0.5506,0.5389999999999999,1.46,2.04,0.6990000000000001,0.9400000000000001,2.3199999999999994,3.2399999999999998,0.39999999999999997,0.26,0.45999999999999996,0.6000000000000001,0.8,6.08,1645357
Clint Capela,87.0,19-20,C,23.0,HOU,64.4,54.8,27.380000000000003,5.6,8.76,0.6308,0.0,0.0,0.0,5.6,8.739999999999998,0.6312000000000001,0.6308,1.64,3.1,0.527,3.44,6.919999999999999,10.36,1.02,0.72,1.52,1.3,2.5799999999999996,12.8,16456522
Cody Zeller,526.0,19-20,C,25.0,CHO,55.0,40.8,23.919999999999998,3.6199999999999997,6.62,0.544,0.1,0.38000000000000006,0.25600000000000006,3.5200000000000005,6.22,0.56,0.5508000000000001,2.14,3.0,0.7240000000000001,2.2199999999999998,4.180000000000001,6.3999999999999995,1.42,0.74,0.72,1.1,2.8,9.459999999999999,14471910
Corey Brewer,63.0,19-20,SG,31.0,SAC,54.4,8.8,15.059999999999999,1.7,4.02,0.4372,0.38,1.44,0.2202,1.3,2.56,0.5364000000000001,0.4772,0.8,1.16,0.6521999999999999,0.54,1.56,2.12,1.02,0.9200000000000002,0.16,0.6799999999999999,1.78,4.58,289803
Cory Joseph,266.0,19-20,PG,26.0,SAC,79.2,15.6,25.439999999999998,3.04,7.08,0.4284,0.6599999999999999,1.9400000000000002,0.33120000000000005,2.38,5.12,0.46420000000000006,0.4757999999999999,1.0,1.26,0.7667999999999999,0.54,2.4,2.94,3.400000000000001,0.8799999999999999,0.26,1.18,1.7,7.720000000000001,12000000
Courtney Lee,291.0,19-20,SG,32.0,DAL,58.0,44.6,23.759999999999998,3.1399999999999997,6.860000000000001,0.4526,1.06,2.7,0.3846,2.06,4.18,0.5015999999999999,0.5337999999999999,0.9200000000000002,1.06,0.8298,0.42000000000000004,1.9600000000000002,2.3600000000000003,1.6,0.9400000000000001,0.26000000000000006,0.76,1.44,8.18,12759670
Cristiano Felício,153.0,19-20,PF,25.0,CHI,46.8,4.0,14.780000000000001,1.7200000000000002,3.0,0.5774,0.0,0.06000000000000001,0.0,1.7200000000000002,2.94,0.592,0.5774,0.86,1.2399999999999998,0.6988,1.64,2.44,4.08,0.74,0.31999999999999995,0.22000000000000003,0.6599999999999999,1.46,4.34,8156500
D'Angelo Russell,434.0,19-20,PG,21.0,TOT,63.4,53.8,29.02,6.4799999999999995,15.459999999999999,0.4178,2.4,6.779999999999999,0.3526,4.0600000000000005,8.66,0.4680000000000001,0.4946,2.34,3.0000000000000004,0.7696,0.56,3.1800000000000006,3.7199999999999998,5.32,1.1400000000000001,0.27999999999999997,2.96,1.8800000000000001,17.7,27285000
D.J. Augustin,20.0,19-20,PG,30.0,ORL,70.6,30.0,23.020000000000003,3.0599999999999996,7.18,0.4242,1.3199999999999998,3.4200000000000004,0.388,1.72,3.7399999999999998,0.4572,0.5174,2.12,2.5,0.8486,0.32,1.64,1.94,3.9199999999999995,0.58,0.02,1.4600000000000002,1.3399999999999999,9.559999999999999,7250000
Damian Lillard,297.0,19-20,PG,27.0,POR,73.8,73.8,36.239999999999995,8.7,19.7,0.4418,3.2399999999999998,8.52,0.3752,5.52,11.139999999999999,0.4932,0.5234,6.34,7.0200000000000005,0.9006000000000001,0.68,3.78,4.459999999999999,6.839999999999999,1.02,0.36000000000000004,2.84,1.8799999999999997,26.959999999999997,29802321
Danilo Gallinari,167.0,19-20,PF,29.0,OKC,53.4,53.4,32.1,5.480000000000001,12.7,0.4312,2.12,5.5,0.383,3.34,7.2,0.4680000000000001,0.5146,5.24,5.84,0.8996000000000001,0.66,4.619999999999999,5.32,2.2199999999999998,0.68,0.3,1.34,1.52,18.3,22615559
Danny Green,185.0,19-20,SG,30.0,LAL,73.0,71.0,26.159999999999997,3.0,7.32,0.4072,1.8399999999999999,4.76,0.37920000000000004,1.16,2.54,0.4596,0.5314,0.5,0.6599999999999999,0.7762,0.66,2.96,3.6,1.6199999999999999,1.02,0.7799999999999999,0.9800000000000001,1.8800000000000001,8.28,14634146
DeAndre Jordan,265.0,19-20,C,29.0,BRK,72.0,62.0,29.720000000000006,4.4,6.5600000000000005,0.6738,0.0,0.0,0.0,4.4,6.5600000000000005,0.6746000000000001,0.6738,2.52,4.66,0.5754,3.46,9.720000000000002,13.179999999999998,1.6199999999999999,0.54,1.38,1.6199999999999999,2.46,11.34,9881598
DeMar DeRozan,128.0,19-20,SF,28.0,SAS,75.4,75.4,34.84,8.42,17.759999999999998,0.47620000000000007,0.4600000000000001,1.6400000000000001,0.26539999999999997,7.959999999999999,16.12,0.4936,0.4892,6.140000000000001,7.279999999999999,0.8384,0.74,4.279999999999999,5.0200000000000005,4.9799999999999995,1.06,0.32,2.3600000000000003,2.14,23.419999999999998,27739975
DeMarre Carroll,88.0,19-20,SF-PF,31.0,TOT,52.4,35.0,24.740000000000002,3.2,8.04,0.39540000000000003,1.44,4.0600000000000005,0.3372,1.7600000000000002,3.96,0.45999999999999996,0.48100000000000004,1.78,2.46,0.715,1.0,3.5,4.52,1.26,0.8800000000000001,0.26,1.02,1.94,9.620000000000001,6842307
Delon Wright,522.0,19-20,SG,25.0,DAL,54.2,4.6,18.0,2.3600000000000003,5.32,0.4466,0.5399999999999999,1.5400000000000003,0.35039999999999993,1.8399999999999999,3.7600000000000002,0.4864,0.4948,1.3399999999999999,1.6800000000000002,0.7797999999999999,0.7,2.0,2.68,2.54,0.9400000000000001,0.34,0.9199999999999999,1.06,6.6,9473684
Dennis Schröder,441.0,19-20,PG,24.0,OKC,74.0,33.4,28.580000000000002,6.260000000000001,14.220000000000002,0.4382,1.38,4.04,0.3356,4.88,10.16,0.479,0.48739999999999994,2.6800000000000006,3.2,0.8306000000000001,0.45999999999999996,2.72,3.2,5.0,0.8800000000000001,0.15999999999999998,2.62,2.0799999999999996,16.54,15500000
Derrick Favors,152.0,19-20,C,26.0,NOP,63.2,58.8,26.26,4.959999999999999,9.04,0.5536,0.1,0.44000000000000006,0.1766,4.86,8.6,0.5744,0.5591999999999999,1.7599999999999998,2.7,0.6426,2.6,5.1,7.720000000000001,1.3399999999999999,0.82,1.1400000000000001,1.24,2.16,11.8,17650000
Derrick Rose,430.0,19-20,PG,29.0,DET,51.2,33.0,26.880000000000003,6.34,13.7,0.461,0.64,2.04,0.28379999999999994,5.74,11.620000000000001,0.49079999999999996,0.48339999999999994,2.4799999999999995,2.88,0.8528,0.6599999999999999,2.08,2.74,4.1,0.6199999999999999,0.24,2.1,1.06,15.780000000000001,7317073
Devin Booker,55.0,19-20,SG,21.0,PHO,68.4,63.4,33.62,7.839999999999999,17.42,0.4468,2.0,5.659999999999999,0.3538,5.8,11.78,0.49119999999999997,0.5042,5.140000000000001,5.92,0.867,0.5,3.2,3.7,4.8,0.8,0.28,3.34,3.0599999999999996,22.799999999999997,27250000
Dewayne Dedmon,126.0,19-20,C,28.0,TOT,60.8,34.6,19.46,2.82,5.64,0.5194000000000001,0.52,1.6199999999999999,0.31433333333333335,2.32,4.0200000000000005,0.5773999999999999,0.5544,1.02,1.3,0.775,1.5,4.82,6.3,0.8400000000000001,0.64,0.8799999999999999,1.0799999999999998,2.64,7.220000000000001,13333334
Dion Waiters,493.0,19-20,SG,26.0,TOT,41.6,23.2,26.979999999999997,4.74,11.6,0.4098,1.72,4.96,0.351,3.0200000000000005,6.640000000000001,0.4586,0.4854,1.3599999999999999,1.9600000000000002,0.6844,0.32,2.4,2.6999999999999997,2.9799999999999995,0.76,0.33999999999999997,1.8200000000000003,1.9200000000000004,12.6,12100000
Doug McDermott,326.0,19-20,PF,26.0,IND,74.8,2.8,20.979999999999997,3.3,7.040000000000001,0.46900000000000003,1.3399999999999999,3.2199999999999998,0.41279999999999994,1.9600000000000002,3.8600000000000003,0.5174,0.5626,0.8800000000000001,1.02,0.8310000000000001,0.38,1.94,2.3000000000000003,0.9199999999999999,0.2,0.12,0.6199999999999999,1.48,8.760000000000002,7333334
Draymond Green,186.0,19-20,PF,27.0,GSW,67.2,67.2,31.920000000000005,3.6599999999999993,8.24,0.4391999999999999,0.9800000000000001,3.1799999999999997,0.3122,2.6399999999999997,5.08,0.5214000000000001,0.499,1.8399999999999999,2.54,0.7262000000000001,1.1,6.62,7.7,6.960000000000001,1.5399999999999998,1.2,2.6800000000000006,2.82,10.12,18539130
Dwight Howard,231.0,19-20,C,32.0,LAL,60.8,47.4,27.340000000000003,4.859999999999999,7.94,0.632,0.0,0.06000000000000001,0.18575,4.859999999999999,7.9,0.635,0.6334000000000001,3.06,5.6,0.5428,3.14,7.58,10.7,1.04,0.74,1.1800000000000002,2.04,3.18,12.820000000000002,3039097
Dwight Powell,412.0,19-20,C,26.0,DAL,68.4,17.8,20.2,3.0599999999999996,5.319999999999999,0.5671999999999999,0.30000000000000004,0.9800000000000001,0.261,2.7800000000000002,4.38,0.6312,0.5922000000000001,1.8,2.46,0.7312000000000001,1.56,3.34,4.92,1.0799999999999998,0.72,0.48,0.7,2.2199999999999998,8.2,10259375
E'Twaun Moore,348.0,19-20,SG,28.0,NOP,64.6,33.2,24.72,4.08,8.6,0.4706,1.1999999999999997,2.9200000000000004,0.4112,2.88,5.680000000000001,0.502,0.5391999999999999,0.6399999999999999,0.86,0.7114,0.5599999999999999,1.8400000000000003,2.4,1.9,0.74,0.24,0.9400000000000001,1.8399999999999999,9.96,8664928
Ed Davis,124.0,19-20,C,28.0,UTA,62.8,2.8,17.119999999999997,1.8800000000000001,3.2600000000000002,0.563,0.0,0.0,0.0,1.8800000000000001,3.2600000000000002,0.5641999999999999,0.563,0.9800000000000001,1.64,0.592,2.2399999999999998,4.24,6.5,0.68,0.44000000000000006,0.5599999999999999,0.74,2.58,4.74,4767000
Elfrid Payton,398.0,19-20,PG,23.0,NYK,61.0,53.6,29.0,4.68,10.260000000000002,0.4546,0.5,1.72,0.2886,4.18,8.520000000000001,0.48760000000000003,0.479,1.48,2.32,0.6486,1.1199999999999999,3.4200000000000004,4.5,6.779999999999999,1.24,0.38,2.4200000000000004,2.1199999999999997,11.36,8000000
Emmanuel Mudiay,355.0,19-20,PG,21.0,UTA,60.0,33.0,23.68,4.04,10.02,0.4074,0.9199999999999999,2.82,0.3252,3.1400000000000006,7.2,0.4396,0.4532,1.92,2.5599999999999996,0.7494,0.45999999999999996,2.48,2.92,3.72,0.68,0.27999999999999997,2.2,1.6199999999999999,10.9,1737145
Enes Kanter,269.0,19-20,C,25.0,BOS,70.0,22.0,21.9,5.1,9.040000000000001,0.5668,0.06000000000000001,0.28,0.209,5.0200000000000005,8.76,0.5768000000000001,0.5706,2.24,2.86,0.785,3.2199999999999998,5.359999999999999,8.600000000000001,1.1,0.41999999999999993,0.5,1.52,2.18,12.580000000000002,4767000
Eric Bledsoe,47.0,19-20,PG,28.0,MIL,62.0,62.0,30.939999999999998,6.36,13.780000000000001,0.4638,1.52,4.42,0.34540000000000004,4.82,9.36,0.5238,0.5198,3.78,4.640000000000001,0.7968,0.78,3.6399999999999997,4.36,5.659999999999999,1.56,0.5,2.8600000000000003,2.3,18.0,15625000
Eric Gordon,179.0,19-20,SF,29.0,HOU,58.6,31.4,31.0,5.4,13.320000000000002,0.406,2.9800000000000004,8.260000000000002,0.35840000000000005,2.46,5.0,0.487,0.5172,2.28,2.7600000000000002,0.8172,0.31999999999999995,2.0,2.3200000000000003,2.16,0.6799999999999999,0.4,1.52,1.98,16.0,14057730
Ersan İlyasova,238.0,19-20,PF,30.0,MIL,71.0,33.2,22.139999999999997,3.46,7.88,0.4422,1.2,3.3400000000000007,0.3624,2.2600000000000002,4.540000000000001,0.5018,0.5186,1.4,1.8199999999999998,0.7858,1.48,3.8200000000000003,5.3,1.1,0.64,0.34,0.9199999999999999,2.2600000000000002,9.559999999999999,7000000
Evan Fournier,159.0,19-20,SG,25.0,ORL,70.2,68.2,32.12,6.06,13.379999999999999,0.453,2.12,5.660000000000001,0.3748,3.9400000000000004,7.699999999999998,0.5098,0.5321999999999999,2.56,3.1,0.8263999999999999,0.44000000000000006,2.52,2.9799999999999995,3.0800000000000005,1.0,0.14,1.8599999999999999,2.5799999999999996,16.800000000000004,17000000
Evan Turner,481.0,19-20,PG,29.0,ATL,63.4,13.2,22.880000000000003,3.04,6.94,0.4324,0.27999999999999997,1.1,0.2068,2.74,5.86,0.4668,0.4506,1.18,1.48,0.8134,0.5,3.16,3.6599999999999993,3.14,0.68,0.33999999999999997,1.58,1.6599999999999997,7.56,18606557
Frank Kaminsky,268.0,19-20,C,24.0,PHO,64.2,7.2,21.28,3.46,8.1,0.4302,1.16,3.38,0.3472,2.3,4.74,0.4904,0.5018,1.6400000000000001,2.2,0.7402,0.8000000000000002,3.2600000000000002,4.040000000000001,1.6400000000000001,0.45999999999999996,0.36,0.86,1.6,9.719999999999999,4767000
Garrett Temple,465.0,19-20,SG,31.0,BRK,69.4,37.8,26.18,2.96,7.26,0.40800000000000003,1.4,3.9599999999999995,0.356,1.56,3.3000000000000007,0.4718,0.5032,1.02,1.3399999999999999,0.7667999999999999,0.44000000000000006,2.4,2.84,2.04,0.9800000000000001,0.38,1.02,2.2199999999999998,8.319999999999999,4767000
Gary Harris,202.0,19-20,SG,23.0,DEN,62.6,60.0,31.68,5.1,11.08,0.45999999999999996,1.6600000000000001,4.459999999999999,0.3684,3.4200000000000004,6.6,0.5218,0.5337999999999999,1.7,2.14,0.8074,0.6599999999999999,2.2199999999999998,2.86,2.4000000000000004,1.34,0.22000000000000003,1.3399999999999999,1.8800000000000001,13.6,17839286
George Hill,219.0,19-20,PG,31.0,MIL,61.8,39.4,27.160000000000004,3.9799999999999995,8.559999999999999,0.4692,1.4200000000000002,3.54,0.4,2.5799999999999996,4.999999999999999,0.5182,0.553,1.7799999999999998,2.2399999999999998,0.8026,0.68,2.44,3.12,3.1799999999999997,0.9400000000000001,0.2,1.2600000000000002,1.86,11.2,9133907
Giannis Antetokounmpo,13.0,19-20,PF,23.0,MIL,74.0,73.8,34.160000000000004,9.08,16.82,0.5373999999999999,0.74,2.62,0.2792,8.360000000000001,14.219999999999999,0.5851999999999998,0.5588,5.86,8.16,0.7232000000000001,1.9400000000000002,8.580000000000002,10.520000000000001,5.200000000000001,1.32,1.44,3.18,3.1399999999999997,24.78,25842697
Goran Dragić,139.0,19-20,PG,31.0,MIA,63.0,49.0,30.78,6.0,13.24,0.45119999999999993,1.5400000000000003,4.220000000000001,0.3604,4.459999999999999,9.0,0.4932,0.5094,2.82,3.62,0.7752,0.68,2.94,3.6,5.26,0.9,0.18,2.42,2.42,16.32,19217900
Gordon Hayward,210.0,19-20,SF,27.0,BOS,55.6,44.8,27.020000000000003,5.16,11.02,0.47400000000000003,1.3,3.7399999999999998,0.29259999999999997,3.84,7.279999999999999,0.6158,0.5234,2.9,3.46,0.83925,0.6599999999999999,3.8599999999999994,4.5200000000000005,2.94,0.76,0.26,1.5399999999999998,1.6200000000000003,14.52,32700690
Gorgui Dieng,131.0,19-20,C,28.0,TOT,76.4,28.0,21.48,3.06,6.18,0.49399999999999994,0.33999999999999997,0.9199999999999999,0.33540000000000003,2.7399999999999998,5.2,0.524,0.5224,1.52,1.86,0.8036,1.6,4.24,5.859999999999999,1.32,0.8400000000000001,0.86,1.1,2.3,7.960000000000001,16229213
Harrison Barnes,27.0,19-20,PF,25.0,SAC,74.2,72.8,33.60000000000001,5.959999999999999,13.16,0.4518,1.48,3.94,0.3734,4.4399999999999995,9.2,0.48360000000000003,0.5104,2.8,3.4,0.8148,1.04,4.1,5.12,1.8,0.6399999999999999,0.2,1.24,1.56,16.14,24147727
Hassan Whiteside,509.0,19-20,C,28.0,POR,68.6,57.6,28.059999999999995,6.08,10.5,0.579,0.02,0.06000000000000001,0.5653333333333334,6.04,10.440000000000001,0.5807999999999999,0.5802,2.42,3.9,0.6232,3.56,8.92,12.420000000000002,0.8200000000000001,0.6,2.46,1.7399999999999998,2.7399999999999998,14.6,27093018
Ian Mahinmi,309.0,19-20,C,31.0,WAS,50.2,22.4,18.859999999999996,2.34,4.34,0.5356,0.04,0.24,0.12666666666666668,2.3,4.1,0.5548,0.5408000000000001,1.5,2.4200000000000004,0.6342000000000001,1.7399999999999998,3.38,5.1,0.9600000000000002,0.8,0.82,1.1199999999999999,2.9,6.24,15450051
Iman Shumpert,447.0,19-20,SG,27.0,BRK,43.8,16.6,22.4,2.12,5.640000000000001,0.37320000000000003,0.9199999999999999,2.9800000000000004,0.30279999999999996,1.2,2.68,0.44399999999999995,0.4526,0.6599999999999999,0.8800000000000001,0.7354,0.54,2.4800000000000004,3.04,1.4000000000000001,0.86,0.34,0.9600000000000002,1.8800000000000001,5.880000000000001,419443
Isaiah Thomas,467.0,19-20,PG,28.0,WAS,48.4,41.4,26.22,5.66,13.7,0.4029999999999999,1.98,5.680000000000001,0.34459999999999996,3.6799999999999997,8.0,0.4452,0.47519999999999996,4.0600000000000005,4.68,0.8238,0.48,1.64,2.12,4.499999999999999,0.64,0.14,2.38,1.86,17.32,2320044
Ish Smith,455.0,19-20,PG,29.0,WAS,72.8,28.6,25.339999999999996,4.4399999999999995,10.08,0.4404,0.6199999999999999,1.9200000000000004,0.3272,3.78,8.16,0.46580000000000005,0.47220000000000006,1.04,1.48,0.7152000000000001,0.4,2.68,3.08,4.92,0.82,0.30000000000000004,1.4999999999999998,1.7,10.540000000000001,5853659
J.J. Barea,26.0,19-20,PG,33.0,DAL,49.0,7.6,20.6,3.9799999999999995,9.32,0.42560000000000003,1.3399999999999999,3.7,0.35660000000000003,2.62,5.640000000000001,0.46979999999999994,0.497,1.1199999999999999,1.44,0.8064,0.3,2.04,2.34,5.08,0.42000000000000004,0.02,1.7200000000000002,1.1600000000000001,10.4,2564753
J.J. Redick,418.0,19-20,SG,33.0,NOP,71.8,64.4,28.820000000000004,5.44,11.940000000000001,0.4556,2.8600000000000003,6.56,0.43479999999999996,2.62,5.4,0.48100000000000004,0.5746,2.6599999999999997,2.9799999999999995,0.8938,0.15999999999999998,2.1599999999999997,2.3000000000000003,2.1,0.5,0.15999999999999998,1.2799999999999998,1.7,16.36,13486300
J.R. Smith,456.0,19-20,SG,32.0,LAL,43.0,35.4,24.240000000000002,2.86,7.6,0.3648,1.6,4.659999999999999,0.305,1.2399999999999998,2.9200000000000004,0.42799999999999994,0.45940000000000003,0.45999999999999996,0.6399999999999999,0.7594000000000001,0.27999999999999997,1.92,2.1800000000000006,1.48,0.8400000000000001,0.2,0.8200000000000001,1.8,7.76,1456667
JaMychal Green,187.0,19-20,PF,27.0,LAC,67.6,30.2,23.119999999999997,3.2199999999999998,6.919999999999999,0.4668,0.8600000000000001,2.2600000000000002,0.36819999999999997,2.38,4.680000000000001,0.5147999999999999,0.5307999999999999,1.26,1.6800000000000002,0.7634000000000001,1.9,4.660000000000001,6.56,1.0,0.6,0.43999999999999995,1.1800000000000002,2.8400000000000003,8.559999999999999,4767000
JaVale McGee,327.0,19-20,C,30.0,LAL,63.8,31.8,13.780000000000001,3.06,4.88,0.6218,0.0,0.08,0.1166,3.04,4.82,0.6298,0.623,0.78,1.3,0.6028,1.6400000000000001,2.96,4.58,0.4,0.34,1.2,0.74,1.86,6.92,4000000
Jabari Parker,390.0,19-20,PF,22.0,TOT,52.0,33.0,28.119999999999997,6.08,12.3,0.4936,0.8399999999999999,2.54,0.31739999999999996,5.22,9.78,0.54,0.5276,2.0800000000000005,2.8,0.7434,1.4599999999999997,4.2,5.7,2.1199999999999997,0.9200000000000002,0.4,1.7799999999999998,2.1399999999999997,15.059999999999999,6500000
Jae Crowder,118.0,19-20,SF,27.0,TOT,74.0,51.2,29.2,4.08,9.64,0.422,1.9200000000000004,5.4799999999999995,0.34619999999999995,2.1799999999999997,4.16,0.5244,0.5209999999999999,1.9799999999999998,2.5200000000000005,0.7891999999999999,0.8,4.24,5.0,1.8800000000000001,1.08,0.38,1.06,2.3,12.039999999999997,7815533
Jahlil Okafor,379.0,19-20,C,22.0,NOP,44.0,22.8,19.34,4.42,8.1,0.5578,0.0,0.08,0.2375,4.380000000000001,8.040000000000001,0.5624,0.5598,1.5399999999999998,2.3,0.6778,1.54,3.2199999999999998,4.74,0.9400000000000001,0.27999999999999997,0.8400000000000001,1.42,2.12,10.379999999999999,1702486
Jamal Crawford,117.0,19-20,SG,37.0,BRK,61.2,1.2,19.759999999999998,3.56,8.52,0.4258,1.2399999999999998,3.4799999999999995,0.37260000000000004,2.3200000000000003,5.0600000000000005,0.46259999999999996,0.5058,1.6,1.8,0.87725,0.18000000000000002,1.04,1.18,2.7599999999999993,0.48,0.13999999999999999,1.1400000000000001,1.24,9.940000000000001,289803
