team,salary,player,position,season
Atlanta Hawks,530547.0,Erick Dampier, C,2011-2012
Orlando Magic,524964.0,Jason Williams, PG,2011-2012
Orlando Magic,522472.0,Ish Smith, PG,2011-2012
LA Clippers,500000.0,Travis Leslie, PG,2011-2012
Minnesota Timberwolves,500000.0,Malcolm Lee, SG,2011-2012
Oklahoma City Thunder,475000.0,Ryan Reid, PF,2011-2012
Sacramento Kings,473604.0,Pooh Jeter, PG,2011-2012
Golden State Warriors,473604.0,Charles Jenkins, PG,2011-2012
Washington Wizards,473604.0,Shelvin Mack, PG,2011-2012
Philadelphia 76ers,473604.0,Lavoy Allen, F,2011-2012
New York Knicks,473604.0,Josh Harrellson, C,2011-2012
Charlotte Bobcats,473604.0,Cory Higgins, PG,2011-2012
Charlotte Hornets,473604.0,Sherron Collins, PG,2011-2012
Golden State Warriors,473604.0,Chris Wright, SF,2011-2012
Milwaukee Bucks,473604.0,Jon Leuer, PF,2011-2012
New Orleans Hornets,473604.0,Carldell Johnson, PG,2011-2012
Milwaukee Bucks,457588.0,Marcus Landry, SF,2011-2012
Utah Jazz,457588.0,Trey Gilder, SF,2011-2012
null Unknown,457588.0,Deron Washington, NA,2011-2012
Indiana Pacers,435000.0,Kyrylo Fesenko, C,2011-2012
Portland Trail Blazers,420304.0,Joel Przybilla, C,2011-2012
New Jersey Nets,413413.0,Gerald Green, SG,2011-2012
Dallas Mavericks,402065.0,Peja Stojakovic, SF,2011-2012
Detroit Pistons,374300.0,Walker Russell, PG,2011-2012
Washington Wizards,319128.0,Ronny Turiaf, C,2011-2012
New Orleans Hornets,305551.0,Lance Thomas, SF,2011-2012
Dallas Mavericks,280192.0,Kelenna Azubuike, SF,2011-2012
Memphis Grizzlies,261829.0,Gilbert Arenas, PG,2011-2012
Sacramento Kings,254938.0,Terrence Williams, SG,2011-2012
Cleveland Cavaliers,252016.0,Manny Harris, PG,2011-2012
Cleveland Cavaliers,248048.0,Ryan Hollins, C,2011-2012
Charlotte Bobcats,241158.0,Boris Diaw, C,2011-2012
LA Clippers,234268.0,Bobby Simmons, SF,2011-2012
Oklahoma City Thunder,226162.0,Mustafa Shakur, PG,2011-2012
Houston Rockets,220487.0,Earl Boykins, PG,2011-2012
Chicago Bulls,220487.0,Mike James, PG,2011-2012
Toronto Raptors,213597.0,Alan Anderson, SG,2011-2012
San Antonio Spurs,213517.0,Patty Mills, PG,2011-2012
Golden State Warriors,211084.0,Al Thornton, SF,2011-2012
Portland Trail Blazers,208802.0,Travis Diener, PG,2011-2012
Memphis Grizzlies,201033.0,Leon Powe, PF,2011-2012
Washington Wizards,199816.0,Cartier Martin, PF,2011-2012
Boston Celtics,196007.0,Carlos Arroyo, PG,2011-2012
Toronto Raptors,190548.0,Ben Uzoh, PG,2011-2012
Cleveland Cavaliers,160414.0,Donald Sloan, G,2011-2012
LA Clippers,156595.0,Courtney Fortson, PG,2011-2012
Washington Wizards,151585.0,James Singleton, F,2011-2012
Miami Heat,137498.0,Mickell Gladness, C,2011-2012
Utah Jazz,117134.0,Blake Ahearn, G,2011-2012
Portland Trail Blazers,104494.0,Armon Johnson, PG,2011-2012
Charlotte Bobcats,96017.0,Jamario Moon, SF,2011-2012
Memphis Grizzlies,80703.0,Garrett Temple, SG,2011-2012
Washington Wizards,75793.0,Morris Almond, SG,2011-2012
Golden State Warriors,75793.0,Mikki Moore, C,2011-2012
New York Knicks,69393.0,Dan Gadzuric, C,2011-2012
New Orleans Hornets,64930.0,Jerome Dyson, PG,2011-2012
Houston Rockets,57291.0,Diamon Simpson, SF,2011-2012
New Orleans Hornets,55321.0,Darryl Watkins, C,2011-2012
Dallas Mavericks,49966.0,Sean Williams, PF,2011-2012
Memphis Grizzlies,48232.0,Lester Hudson, SG,2011-2012
Cleveland Cavaliers,40375.0,Cedric Jackson, G,2011-2012
New Orleans Hornets,38194.0,Jeff Foote, C,2011-2012
Minnesota Timberwolves,35868.0,Othyus Jeffers, SG,2011-2012
Cleveland Cavaliers,22916.0,D.J. Kennedy, SG,2011-2012
New Jersey Nets,22287.0,Larry Owens, SF,2011-2012
Brooklyn Nets,20103.0,Mario West, SG,2011-2012
Philadelphia 76ers,11458.0,Xavier Silas, G,2011-2012
